hash,image_ids,labels,azimuths,num_images
44df80b8b2337ceb3e17be8d9468dfd0f40ed0e238809f6bd51e0580dc928d6c,train_01196.png; train_05152.png,1; 0,270.37; 284.87,2
44e5b6dc6e044739433a073d53578db1065082c79161a1632913ee70de804317,train_00196.png; train_04289.png,1; 0,18.13; 314.41,2
46a4a340b529a9b82c596f3a7bda275b3ea41dc2c414813969b0cf0415645253,train_04103.png; train_07668.png,1; 0,95.93; 318.61,2
46b140c6fe9a47433e7c8acdf8357b40ca6d20638cc1cc1c0faaccbf7ebd33d2,train_00964.png; train_07658.png,0; 1,345.45; 25.01,2
46d51136c35b01eabae0c545bd586eeeb65fd48b5f14327ddad132ceafe48e5c,train_01471.png; train_01570.png,0; 1,348.51; 30.68,2
4707b519d41a39cc638629ad87700ac2dc9c506f51224443fb019b5cc9d52508,train_02494.png; train_07380.png,1; 0,231.71; 332.00,2
471d5fa6bdde264ed46b7c6382cc4923b4bc0e23ac73bfe5613b60c10936981c,train_02985.png; train_03684.png,1; 0,237.42; 343.23,2
47cf58890a1e883aa7b99af5c9a5d9e0b59bea4aede3f542757510cc7b8f512c,train_01566.png; train_04154.png,0; 1,313.21; 220.78,2
47d3b535f3331d83b80ced7d7e142f0e6c61955d2030e0e8f8fdef78e1defb61,train_02331.png; train_07852.png,1; 0,190.37; 312.13,2
47f5e144c78c00c25f476825ddcc914e3e1682cf7dbc270384185f804c17204a,train_00169.png; train_07619.png,1; 0,180.36; 115.39,2
4801423faca1f5b579267e87f37817a936dc6a53b19be124a913befe9d4dac11,train_00131.png; train_00961.png,0; 1,273.97; 243.27,2
48187496d834b53530dfbcd8a78e58f3e6dff9ef212e96ce3e51fa59f82987cb,train_05146.png; train_06022.png,0; 1,344.24; 35.47,2
4819c7dc35536923e0a671b47b9782e7cd8eae44551efcea740301a792074c57,train_01511.png; train_05413.png,1; 0,53.38; 289.01,2
483cb758d010453473c9379e9b803c23ed9dfc8f4913e8f53c1818f6070aa3bf,train_04682.png; train_05252.png,0; 1,312.45; 300.69,2
4841543f153ddff2ba248bd32e114c342f359c2a176733c5be240528634da7fb,train_00100.png; train_07615.png,0; 1,321.88; 61.20,2
484e5628ebb1d448083694d3503ed67cc703038a7d55967dd178b9e8d7e73a55,train_00450.png; train_05399.png,0; 1,357.01; 172.50,2
48561d51bb38fc5d4cdf5117fd1297098a7cc2ebbe180c00e9140d9b17bbe875,train_04034.png; train_05095.png,0; 1,298.32; 63.80,2
486255b8a7f0830c13e171bdcca9de30f33481b9faf2291b1c90065c5f9efe59,train_03225.png; train_03536.png,1; 0,45.55; 287.52,2
486b1c377744febf0954125bd6e12df09d78a48cc67257184ea0daf9ab9bdb99,train_00454.png; train_06449.png,1; 0,343.29; 348.60,2
48700eaaef0b27b08571ccb6e67dff676136d83aedd5e24505a7ec22b8e69551,train_03139.png; train_03443.png,0; 1,306.21; 91.53,2
487383ae7aa1141304a519b4994f9f1228c7a04b69a71398c31333193391f171,train_02701.png; train_07568.png,1; 0,249.75; 188.82,2
48c0ed5773a58814b7d6b7be6c27cc2ad37c4b4508e9eb5988904d5a52d67ce6,train_01025.png; train_06590.png,0; 1,107.33; 18.93,2
48fd4273525107accc6ad88ba183950c8d99913ad33395e93724aa834f33eea4,train_00755.png; train_03413.png,1; 0,12.66; 57.73,2
493b7f4941310e04db3fd37aa0d5d9186de5ece7b54366840317b1105b719d58,train_00820.png; train_04873.png,1; 0,316.46; 75.89,2
4958810ac628b3974bef873f7871a96a066e862a90a2832b1f669f57e840422f,train_01823.png; train_07663.png,0; 1,320.70; 298.49,2
495c2a4aa3fbfb587dd0f8fcdb250bdaf95414dfb5e19e89dacaf6a2ee946d15,train_02444.png; train_04750.png,0; 1,273.16; 258.76,2
4993ce48e86a65b128e27ad3e7dd16a7d979e449936ef4256b3835fabda3bac1,train_00208.png; train_03070.png,0; 1,277.64; 344.98,2
49f4e55bffcef74dcde6462bcab36202e85c3a60392658656ba589efce68127b,train_04660.png; train_05155.png,1; 0,218.22; 277.12,2
49f65b07bd1f522642115a5d6d8450e6d910e2a5ed1b5f26989c75ac2887700d,train_04685.png; train_07352.png,0; 1,322.59; 66.25,2
4a0809798160caf4d5c55e0519823eb02a255049cc3387da89dc07ec273d1002,train_03054.png; train_05393.png,0; 1,332.54; 146.74,2
4aa6eef4923cc6b31c3a624c8147f0931f2444a54d8e47df5b9e11f45f1690b6,train_02107.png; train_06688.png,0; 1,353.16; 279.41,2
4b1455782505c5d63d62833a819517cac341457c763013f8c9af55251113a22f,train_04775.png; train_07375.png,1; 0,278.31; 346.76,2
4b2d57338cd41e11afaa96386327f81ac4fca66f81f6cc56bd77228d059c71bf,train_01209.png; train_06570.png,1; 0,212.48; 322.49,2
4b3718cda81ba3d7acfcb3fac8ff9b52ee674b27b4fcfaaafbf836ebb56f01ff,train_00209.png; train_03539.png,1; 0,301.22; 354.96,2
4be53730045069040214b4f0b7a0b09792c0b1dc47a7092dbffe3f0d7ded1d21,train_00706.png; train_00949.png,0; 1,346.03; 165.72,2
4c3dc5756dc20b63248296dbb5ebfcd7d73f2ea5f590affba41f4ac8981d1cbf,train_01960.png; train_04108.png,1; 0,168.12; 318.45,2
4c8d9aa4e41084846b3e9905c7789094d85addcadf5b76bdd356f34b17ed9933,train_06616.png; train_07141.png,0; 1,16.11; 333.70,2
4caa9ee19e646caa3b737f4c7680380e44a6de6438cd36fb01d488bb81a9ce3e,train_01945.png; train_06959.png,1; 0,87.64; 177.57,2
4d48546b4a6df8d6d2ced7f5f01f467c982e713bb82948aa162d6e1968108dc0,train_00621.png; train_05380.png,0; 1,313.68; 193.43,2
4d5ca8d64fc58305cec46e3bd4ccb42e0fc4082e135cf88f158d6bd0874413ff,train_03559.png; train_04505.png,1; 0,257.56; 321.66,2
4d5d6fb65e6710e0b4cb6fabed3319bdd9c909642cac9b297bfbab74ff41bb98,train_02243.png; train_04711.png,1; 0,135.41; 326.19,2
4d61eb5a9b1cb92203eb4fc25d726c4711230c928cb00428ce9c0b590797c16b,train_03687.png; train_04864.png,1; 0,17.75; 337.79,2
4daa05fa1332bb1c30d3374079dd2181e35413f66ef1cc6973f5fc18a745da05,train_02041.png; train_04870.png,1; 0,150.67; 322.83,2
4de8ca5755815ce0b0948ad646d93a3c7d352d703e46a1f1fb6197ffcd68c6fc,train_05589.png; train_07009.png,0; 1,279.52; 174.80,2
4e26a47da17f4eaa9110300ea1147f09b30470b2a31a78e0d3db377f5389dff8,train_06117.png; train_06368.png,0; 1,130.75; 205.97,2
4e2f138ea86748ba488df3bf16deef4300eb573a56c4853e212ee0199736d28c,train_01868.png; train_06972.png,0; 1,299.80; 196.56,2
4e36849631d9cd2a5ba281929b0c821e71785daffa732e6bcfc02625c04a6003,train_00954.png; train_01507.png,0; 1,357.89; 247.91,2
4e41b1963e63c1ffbdc7f81a82183d0315ee4e6d4664c29d0f596fe48a67658f,train_06169.png; train_06240.png,1; 0,306.19; 278.64,2
4e6c675bc23b4dc1ca6b84efa80cd7bd698e99248f8e5f8a6783c04d5493e12a,train_04265.png; train_06000.png,1; 0,74.99; 350.30,2
4e739d7acea1c00d485588ef39d60044e82b1d7ea69acbd2b7ab32a055e66dfc,train_04546.png; train_06047.png,1; 0,199.06; 340.53,2
4eb73ce595f2d983419b93b2f9d6c27d65aaae2831bf63cb6045e88440fc7c15,train_02773.png; train_07245.png,1; 0,23.63; 205.42,2
4ee8f8205ef3a5f9cffca5abc76441738b52b412cd60c18ae7260c8d31d604fc,train_02770.png; train_04466.png,1; 0,185.24; 338.67,2
4eea31545910ea74e184952f067e3a67d279550e2f4b7abe674343d1338ad625,train_03634.png; train_05882.png,0; 1,359.50; 46.47,2
4f52176ee26bec1cb2648bfca04649c47fa4bc072b0eeab77d3b78278804424b,train_00789.png; train_02063.png,1; 0,99.84; 339.12,2
4f6c8cd7ddeddf7098aac68523e74c19aeebed6a369d66d978b7e5cf97f150f2,train_00826.png; train_02841.png,1; 0,60.44; 339.76,2
4f7e473dbbdca61d2248b53595b04779e51250e9fa441bedda2dcae9f7742154,train_01898.png; train_03753.png,0; 1,219.09; 186.00,2
5054c7c601ef8f7daadeeb4a46e254856293f5990d51e465427c2c1bb293897a,train_00703.png; train_06838.png,1; 0,61.79; 307.63,2
50680adb69df63975786d0afdd35e60df9a31be88e3c631eadfa2f7647b24a85,train_01672.png; train_07488.png,0; 1,73.46; 335.06,2
509c9e5af03c43fdede7da4619b5a84e05edbcba2d23c5de6c32ce849e9304cf,train_03019.png; train_07785.png,1; 0,227.50; 359.71,2
50b8cb6b1e5c55da1cc23d93fe5ac76960685bd9fcb167b909d6c93ee47cb919,train_02127.png; train_06173.png,1; 0,244.21; 280.93,2
5100b6a6df8b343b0e490e4bf71acfb2db1922b817814779fcb5ebc058772f9c,train_03368.png; train_05724.png,0; 1,297.78; 302.84,2
5112e8a707e31b016f06042f9473474fc3f0fe0f26df3e633cd76f1aacabc15f,train_05610.png; train_05954.png,0; 1,289.53; 103.46,2
5184d32bad41790d3ab6da6a9a9fb7a85821bcf6b31704cb28d0df3bc5f17189,train_05076.png; train_06158.png,0; 1,300.45; 85.43,2
51bcf6245521ad6e684b17195ec24ce2794a335cf140f5c64ddf06ce0c8f533d,train_03885.png; train_03891.png,0; 1,124.43; 253.48,2
51be819371d1538095f47ac69694083aabb8b9a74a301f83b30e1d920eea2b70,train_01940.png; train_07225.png,0; 1,326.72; 186.06,2
51de588050c8bdacfae97cf7413c05040309980a7187806a63ece16b3a4a19b3,train_02578.png; train_03853.png,0; 1,339.63; 67.78,2
52512362e41fa75ffdf621bf1b02a76b452ce1142cfe70c18103c96830fb5410,train_01349.png; train_03468.png,1; 0,335.11; 307.31,2
527d8df75276eaf416efe4ca270e1d544b7e81e276926a583c69ff0fff624831,train_01031.png; train_03297.png,1; 0,282.89; 312.50,2
52a7de39a96b37e21a8b554a5edb7ed4867dbfe89fb095dc61a1bd876bfb101a,train_02271.png; train_04433.png,1; 0,46.49; 224.19,2
52c28d31daa6babac6f53de2f654157bac9a8a2652b23665653d96e624ea3cb4,train_00130.png; train_03236.png,0; 1,346.34; 241.17,2
52cc683faffb5bb70e8c11740d2b103d38c8ffa6e4c7fb3cd4f8429bb9107e85,train_01003.png; train_04139.png,0; 1,318.57; 182.22,2
52e56f0f51da21db31ee0851f13d9c8df1534a766e78c9a748816cfa36e39e68,train_04928.png; train_06943.png,0; 1,354.48; 202.06,2
5304ef4e70d082a93b0bccb9d8d2e5e135bc02ec722bb0cb791fe77945058724,train_03612.png; train_03726.png,1; 0,41.93; 205.27,2
534ab7ecad620aab1a6a55dae0a2e5c94d9df637186a238a8feabe7a3b73e21c,train_06071.png; train_07531.png,1; 0,211.00; 339.47,2
53965beac939c8919931833916b4756c7bbd8982b43be8f5ea1f0633f562d82d,train_00972.png; train_06067.png,1; 0,287.10; 310.88,2
53bfbf4ce9016417b851159089153237c521fdf90ecb55c0e15b7d66db514cf8,train_00036.png; train_06097.png,0; 1,312.04; 329.28,2
53e715f94973464715df28528b64ef32791f617ff7e66da3c304ff917f702a48,train_02131.png; train_03068.png,1; 0,182.16; 274.38,2
53e8165b3804e1a96f0eb95d296699963720a34aa0604184055a1331e0be307f,train_01145.png; train_07112.png,1; 0,248.10; 221.87,2
543d1cdf18069dbe6dab9dccf41ed5170b59966683e7a74de5ed38d3b2fb43a7,train_05291.png; train_05713.png,1; 0,178.50; 294.28,2
54558647c0bcc584276e4bb187f58df05053b4dda420c5b20d4b017b87b76ab9,train_01345.png; train_02771.png,0; 1,300.30; 303.25,2
54749fccfbd928f0e54dbb245cda466a066149d5d841217e9801080717abc408,train_01240.png; train_03058.png,0; 1,344.45; 175.06,2
5475c2aa54caf1c6a2d7130fefe0a3c532c0fbcd4f46db21cdaba39c0fdcfea2,train_02078.png; train_02278.png,1; 0,96.85; 328.49,2
54f7f1696299bcb12a042aa256867cb91b1d1b5ee88c355cca408ea8415e5aac,train_07487.png; train_07690.png,0; 1,289.33; 231.39,2
5502cdd0ed8754c85cf6ee88170c344d356206f03044970a724108ddc0b5ed97,train_00989.png; train_04668.png,1; 0,136.08; 334.77,2
5537c29096c83fe0cd1e08ec69cca68f3cda7323659f4e55fd2b6a352d4cfe42,train_03967.png; train_06950.png,0; 1,278.03; 172.04,2
556685ad8e7e2ba4309b51d83bc37e7bfea26019293cc5b0ce709e5bcf9cb0c8,train_01521.png; train_04054.png,1; 0,330.99; 301.99,2
55994cf985537037777edcf02004ba752da3162407f3f147a377cd85e751f687,train_02626.png; train_03092.png,0; 1,295.22; 93.06,2
55aebe66cddb39468a8f2a965d0834881f0ec91d4a187c3a9fdbb4b7e0dbaf5e,train_00153.png; train_04553.png,1; 0,329.45; 298.81,2
55c068372633e25094718080b3199a6d978308561c5dc234e287386de135e205,train_02262.png; train_02945.png,0; 1,315.47; 68.12,2
56294af55010c940dff3e765e8ab56bda509189304a49a3419619bd1b6a73ddd,train_01309.png; train_06702.png,1; 0,7.32; 274.48,2
5635a7d4a4e344dbf4dabe738c599d23d7aff53e560b51493e30cef84fe48184,train_04186.png; train_07633.png,0; 1,308.13; 104.38,2
5660900b61870dc729ea6eb55fdab4c3d93aebe8a66f8552639a9e62eaf1526c,train_03142.png; train_07031.png,0; 1,352.78; 167.46,2
56e2a6cd3e9fc36f0dca43dbb15b24fe0ed3c26e535c226c83ae3f62083e8e0c,train_03682.png; train_04313.png,0; 1,344.93; 283.00,2
57061fc90ed971f7a70dbd39ab63f1c82b952dda48888a9bf6daf9cf007c2c83,train_06083.png; train_06531.png,1; 0,15.95; 7.97,2
5724fae8c04db9e233d5f80dcd15e22e54e113d7b1c3fdc87ef44bab792c855f,train_01867.png; train_04519.png,1; 0,285.16; 201.56,2
578414412287af1e6fadb8cf08fec6feec529ce4e0cb90edd1d1bebd1c1517fe,train_06428.png; train_06814.png,0; 1,353.25; 137.21,2
57bdf0e9b2c6218967cba6c4a99f248f0933ac48d25db1eb25d97b15ac53d4de,train_00823.png; train_02008.png,1; 0,279.83; 112.22,2
57bf40304a6554c122cc49cfd689c7512e776b078866ddc2c2723dae1d8ea401,train_00910.png; train_01529.png,1; 0,306.28; 315.33,2
57fc4be68a53d40b8962bc15e22e04984a85e163d86dcc28c887c33fe2e1b281,train_06285.png; train_06881.png,1; 0,215.56; 299.44,2
58196e259c4eaf3d7ddb0b6d6d901dd23370d4d90d33bd605f6fbb17e13d5828,train_04960.png; train_05109.png,0; 1,297.94; 172.33,2
5824fad4d6e75002ff3a5a4a3e2fb6d40d0cf2dfd935ff983a307d53cac44c02,train_02709.png; train_07323.png,1; 0,205.34; 354.96,2
5860a6d6ce8418e0ac0892fdbf1c75af2e371ee35f36e6184096d5dd69593dea,train_01614.png; train_05110.png,1; 0,25.05; 64.45,2
5878cd9518a2c3f12f2672433bad49f5d27ea8e4a3c7e757496b55be71286974,train_06484.png; train_07696.png,0; 1,273.96; 7.62,2
5895228e1c4ab1507b5ec99f4a1da1034fbd87266cebabe963998bf832b9d604,train_03218.png; train_05353.png,1; 0,331.88; 292.43,2
58ad867266c49636523d13bd418733a30cfcac271b20dfffdcdce80807d91434,train_04164.png; train_04227.png,0; 1,332.77; 206.55,2
58c8b5ac8df1e74a77b7f4d682c10cf0285f1f618acae8700967ea43c18780f3,train_02155.png; train_03778.png,0; 1,287.79; 293.05,2
58e55cfbed0105550f4e38d448246f34fbd6a1f8a48d54312f1b137a535ddcf0,train_02852.png; train_04427.png,0; 1,287.67; 105.00,2
59201dd9bc669256ebcc4d19fca3a9a8aad199949a1526319bfbb0d03811b95d,train_05209.png; train_07098.png,0; 1,356.39; 290.13,2
5952030148e2daa05d5ed6700deda4e111b8d32f2b62b11d8cd158ef789a26d6,train_03804.png; train_04899.png,0; 1,163.50; 245.22,2
595b353ff2379720ecba38150d35c6652577eecc4d3626c181ab976d12cec64f,train_02500.png; train_05885.png,1; 0,293.70; 33.72,2
59626bc5d4e87630626702aa4650c40c45063f2bcb6614a7943fc1a99bf73566,train_01367.png; train_05085.png,0; 1,319.57; 81.68,2
597b27b9dac4b40f31cbbbb20fc0b5d026bcc73195aca354d946ac43c81eb951,train_03086.png; train_07260.png,0; 1,341.68; 71.14,2
599b9c6878c6c2a842934c71ae1c714b17ecced0807eb2275412cd59fc0e8246,train_03266.png; train_06917.png,0; 1,274.43; 345.21,2
59a1cb67dd72826abf08639e3a517be4bfa34c9dcd849f95718ac43d73c6ba12,train_02642.png; train_06094.png,0; 1,315.60; 91.17,2
59aedf7c72f193e2c4ec68e8bf5d3252f28f7da0b445a0a7a2696ee0c9b4fc67,train_00186.png; train_05486.png,0; 1,358.99; 329.29,2
5a079c4eebce250d26ae578be9de36cd29346e7f8690e64006f184a045f16841,train_03291.png; train_05716.png,1; 0,126.06; 310.38,2
5a07fc0db5831c1037dd18d2bb9cfdf2bfdc502c214a03ce6f465d77ad8838d4,train_03107.png; train_05192.png,1; 0,270.03; 356.09,2
5a2f35b07178619bc8f75640e6cea753ac687a9f0c4966c779f4efabbde8ef7d,train_04298.png; train_04853.png,0; 1,337.84; 213.16,2
5a74f0e83ce945fa931655eb79630003db15a35926e99bdfc6f38a8bdb207dd5,train_04725.png; train_05780.png,1; 0,42.72; 341.01,2
5ab41a4257e0747a07b576b71ad911f83d39c7a934c6330da4e1d122921bf651,train_00889.png; train_06852.png,1; 0,122.28; 123.52,2
5b1a54088812601b82189a9072845554f712f54a4159d06ed0864aedaed501b5,train_06550.png; train_06639.png,0; 1,277.97; 39.72,2
5b1ddebc02d0c6f5d4117fbf02eab0cf132586ec49ae52f8592bc141a687cad2,train_04702.png; train_06396.png,1; 0,97.62; 319.03,2
5b68c2ebdda7722825cda0a54504aa05f9048ca123364ba41e486f2950cea867,train_00297.png; train_05992.png,0; 1,342.28; 25.82,2
5b83e2202dbbd6bcf2bcc4b172ded979101461e7e39d4e33347e24be52e05d60,train_00548.png; train_01265.png,1; 0,50.50; 319.72,2
5bf77dfe70a3121322264359e3c03324449de341b8c01c2867f6e8a8555542a6,train_00127.png; train_04491.png,1; 0,348.88; 40.95,2
5c1c9029ec49b39430a2cae1da67f9d71c595b5e848863b446ab6d76a5d7869f,train_00534.png; train_06039.png,0; 1,13.20; 30.95,2
5c1ddd94e8d660f84000b91911b9f2ed4120ac8e23e1a462cd005853bcb196a0,train_03029.png; train_05208.png,0; 1,241.81; 351.51,2
5c2d70e41db794c76c6f7dcfb8219f5ab450ff41d56bee10cabd7dd4f5a1ac22,train_00939.png; train_02942.png,0; 1,284.97; 314.89,2
5c6939c2b31ee7c8e0e10bf72bdce01a91cef2e6dc19e87ab976f0e75b3ab91a,train_02152.png; train_05392.png,1; 0,339.54; 347.62,2
5c96953e4acdbecc9dde081795182ab2bdaddecc460263abb0bd08053c435dd4,train_01149.png; train_02553.png,0; 1,357.57; 139.83,2
5d007d4e97fe8b7af5c18a597ade35a186f37b6eabc6eb2407a8cf1056d59581,train_00340.png; train_04566.png,1; 0,126.41; 294.42,2
5d1ccd0a2839c6f8291360dadbbdf039ac54011db0c43ce4874d3819d909e7cc,train_00413.png; train_02504.png,0; 1,141.52; 170.36,2
5d6e1b06c896017bed0a01460133a126b1b791cbd4206c8659586fba9e9baed7,train_03201.png; train_04115.png,0; 1,287.70; 139.97,2
5d770bc314fd10f731ca35f4101ccec96fd83b9d2f1062a2423a32858ec73a43,train_04196.png; train_06691.png,1; 0,134.72; 294.98,2
5d80f3a549789d5cd5c9e97bf5e59ebc398ab4b6e1da1cbf732fdaa6109999ff,train_05416.png; train_05800.png,0; 1,137.50; 265.10,2
5dd3ff1a3dddbfc729e65d373e8a283c9992e4c42f5c3a713ef6cfe4937cdfb9,train_01991.png; train_04780.png,1; 0,121.70; 328.89,2
5e172a3296984a024c9b4f9f6dfd1e19103384099552d15eff2e3200c0415f17,train_05452.png; train_07161.png,0; 1,29.39; 141.13,2
5e3fb2227704389c5c5e5f8db7403c660fab6b2d012c6d30e88d137dc6e7e6e2,train_03395.png; train_05559.png,1; 0,259.98; 354.55,2
5ed52f9de60d281fcf5022b482ddad31d40f37b5e29605a2fbc1bec80f3af23c,train_00774.png; train_07057.png,1; 0,73.14; 295.79,2
5efad0261d94b4fa9c79ebf081ad8567658ab6820b54c2e5815ff043f01b1e19,train_01933.png; train_05644.png,0; 1,327.33; 280.67,2
5f26e9f74a5d40450ceef6136ebb275e75a6115f8d159541725fbd1ce7039e95,train_01372.png; train_06995.png,0; 1,273.70; 225.97,2
5f3e9bd7812bd022fb0c3d182f49c8024151b125099bfc9e2eeaf1f1735abd9e,train_01558.png; train_03360.png,0; 1,298.64; 162.75,2
5f6baef9ad254ea157debedfa21b3593097a9ddb1b294f08e3465d321eeacb5a,train_03358.png; train_05191.png,0; 1,271.42; 195.59,2
5f960dfb7c21c2520869f7863d8d30bafa9af211dabf51f0ee154ee353046aa7,train_02993.png; train_06695.png,0; 1,327.93; 31.91,2
5f9f0dcb32ecc425e9efaaf28c769ab0042fc5bf39cc8861d7d477dd1735ebab,train_03793.png; train_04346.png,0; 1,329.44; 281.88,2
5fd5b8bd6b9e2c607a66984378e2f438c9506f67fde203a1b49ae4e8cf61b3b9,train_00609.png; train_05499.png,1; 0,224.11; 30.06,2
60168c01ce2e622b8cbba3d0ebb93a6b26fb855430676ad2a2929fe84074de36,train_01302.png; train_07579.png,0; 1,133.37; 321.57,2
6023fd10d1acc79356a49bf7fef9c9eca946afb2d95d0aadf39272b41579e201,train_01542.png; train_03769.png,1; 0,22.48; 219.80,2
6026aa6b72100e74553faf3e04351332ba27a816e66d32e3ee970a4fdd1b49c1,train_04674.png; train_05046.png,1; 0,207.86; 222.90,2
603c7313c6e8d82937c7160c441226a5c28e42f9f032c2a00e69fe9482bbf720,train_07439.png; train_07649.png,1; 0,317.60; 347.51,2
606ca1ca35a25fbbc8c3552ebbab54b57b55ffcc48910291463520d59e9e1d3c,train_03052.png; train_06155.png,0; 1,314.67; 22.98,2
607956f7ea076b1a396cb01e35ec59c30d91c5617d61b5ceba556cb44e7b9700,train_01465.png; train_03226.png,0; 1,292.65; 319.05,2
60cdd5b7464e97d1330d69aa95c6e2023cd133c8856278b14f3cdf34d04d171e,train_00155.png; train_07719.png,1; 0,51.59; 123.49,2
60e2c206de781fb449d7cf92a101601db36705ee9c1344a0c5b485f891959388,train_00341.png; train_01037.png,0; 1,341.17; 155.41,2
60f89e06689e0daba295fda2bb1b0a2fde1a4f34f5571a9cc8ce8d055420e3c0,train_02512.png; train_06627.png,1; 0,144.98; 354.12,2
611a5a752fa9599a0bb5aa33f4628e601b365886740e9e9ed23fa1e5eb30dbcc,train_01086.png; train_04348.png,1; 0,251.61; 123.14,2
618c8d0ac419098c7411f37d70e374613d5c77d3807f60ed5e8161bb9f219e81,train_04149.png; train_05041.png,0; 1,292.02; 187.14,2
61ee9e96829e15cfd7663467d9c28c0e7caaf3cf33c59d62c7b4e55dbdc2228d,train_05951.png; train_07401.png,0; 1,290.77; 245.77,2
6200d333bdf4ada9eee117563f6e0d1182fb157db6a4baf307775a79a2044de2,train_01464.png; train_03492.png,0; 1,81.41; 121.29,2
6206ca29b31fd15dccb4aba4cd46b5b650d2b7e770b0487d4433939f82d99ba1,train_00685.png; train_06894.png,0; 1,87.52; 16.12,2
6207613b2334bdb406519f191c805537e0ebdd744f749f5b2a3de0e4ca874b95,train_01556.png; train_05863.png,0; 1,284.14; 85.20,2
621522829e1e2d082db17e05a9e067f2d1517d1c65b4dfc38860e89c15311d09,train_06683.png; train_07052.png,1; 0,150.88; 291.85,2
6230df86ea9cd66b0e5fc4eb395d2ec8c4e174b105c557492b987f23113f5004,train_02004.png; train_02570.png,1; 0,285.02; 347.70,2
627f83ad310f74baee47b1207e0bf8a5401d5b7491e13bbe070c11d5f8cbdf89,train_03512.png; train_06131.png,0; 1,314.40; 5.95,2
628832d55b3ec79d18268d945268cbc4029d144eea161fe988d3b1bf4cc5900c,train_00215.png; train_01938.png,1; 0,145.32; 306.05,2
6289d0aec5322b7ffbd66a841158aed230302c3bb2146949cec0444e96a04a06,train_04343.png; train_06606.png,1; 0,190.53; 275.07,2
62edaf1adc4d1ae495349f745ff5d9d974138dccb9f79382869d0d40ec3aae9c,train_02774.png; train_02843.png,1; 0,175.80; 336.40,2
62ef353b93f0be28d7dabe5aa4ba1393f857428ccf01455c27b913604759160d,train_00599.png; train_02390.png,0; 1,297.61; 105.42,2
63139e9dadeba4e4464f7f715b085b01822aa8b7d17610aa6506422921e50a25,train_01997.png; train_04130.png,0; 1,357.00; 265.66,2
6324ac9a8ed45c6edcc093a28f75ba6db1f5b7195cbf06840e6c4a745caae376,train_01161.png; train_05634.png,1; 0,46.16; 342.65,2
63a524fbac3c4dd8c0a3c3a34adfa36a8ca7483cbcfe4b2c4947ef25064c86e5,train_00683.png; train_02563.png,1; 0,52.52; 327.90,2
63b4d65f79aa096d4708532e5d25f899d2acb4260848da7223435d172c426bf8,train_00836.png; train_07238.png,1; 0,106.95; 270.42,2
63bf02fba7a265e671e9b3f9c54f3669cbfd43255b4e589d2b9a72723520eb10,train_02674.png; train_03476.png,0; 1,356.14; 186.00,2
63c8ba1b76a41ea4ecf3bc08067c19abd310e82c2731fe5169c425fd16df4610,train_00335.png; train_02840.png,0; 1,330.63; 320.55,2
63eb3d6eac32ddf58abf350ad2057d1a93aaf12785a4bddbecc61adfccdaed1b,train_00783.png; train_04117.png,1; 0,107.53; 355.69,2
641924bd8d6c0ae2bb5d1763b2bfaf46b81aa3f6e73527af302bec199a9e99c2,train_01907.png; train_03482.png,1; 0,249.65; 303.90,2
641b49e9e63ba76b3447a81525593ddaad978a99d355d3dcd767e7b0265f57ec,train_00794.png; train_07450.png,0; 1,287.21; 189.28,2
642ab5da6c41b8e311be93692423e6e10b9abb392458ea9d86700f2c9060407d,train_04068.png; train_05411.png,1; 0,269.74; 322.40,2
643e7a20139930e716cf8079a1216a1ad0d7ac2d92799d943394cb4ec1b9b5ac,train_00188.png; train_05117.png,1; 0,330.41; 293.74,2
64665912721d056c9bb9b8c1b8953ccda3dda44b902c30911ffc0f4219f5e7e4,train_00285.png; train_04603.png,1; 0,59.28; 314.18,2
64762108c3341e9dc7cf3e5f20fc7f8fc97004277dacb645e76a0e435a867404,train_00019.png; train_05198.png,0; 1,265.65; 343.52,2
64a73500a372fbf794bd2b5c8261cc35ff86199ca6f481de637705b2d4b472b6,train_01391.png; train_07312.png,0; 1,171.58; 269.86,2
64a99ee96cc58cd3451a0907aa34933c288c1a4eb91d72fb6e9a476a81898075,train_02495.png; train_03815.png,1; 0,221.70; 350.53,2
64b7d4448ffa14e166bf5330733fa678f058d8e79172a3d8eb1df822ccf68b94,train_00872.png; train_02268.png,1; 0,77.31; 313.86,2
64db93eff9f5e949316f4ee5a4d9d50307ad770cca9e9012845a49a09096be21,train_01475.png; train_03494.png,0; 1,285.43; 291.28,2
64ff373835998373f92be7425fc07bf66bbe43c5fefa794ea2ad5394c4ad3fc8,train_04249.png; train_05628.png,1; 0,70.50; 335.95,2
656cd0b11ae716d8912c8aa81410d5d2470301532cc272f7957db3383930f655,train_01822.png; train_05135.png,0; 1,315.75; 75.39,2
6593dca6b3bca135d32952d698f00f53c90aca96796e64a379d5645a05aaef0b,train_04414.png; train_06772.png,0; 1,297.53; 175.50,2
65a0fe4478b6178a47821e2e98648bb52acf727c42c5ffb9bde85be58a33ee87,train_00316.png; train_05160.png,1; 0,79.43; 341.30,2
65b21a4253177e54baf2b9f62ea9c391c35bdbeea54cc369d7ae932f324f2e92,train_04189.png; train_04556.png,1; 0,278.63; 346.39,2
65eb9da67c99f22be7bfd26b548af60c41122a1a751716420a63363add809ef5,train_03499.png; train_05838.png,1; 0,224.93; 303.63,2
